,Average Temperature,Maximum temperature,Minimum temperature,Atmospheric pressure at sea level,Average relative humidity,Total rainfall and / or snowmelt,Average visibility,Average wind speed,Maximum sustained wind speed,PM2.5 AQI Value,AQI Category
7628,6.2,15,-3.3,1023.9,43,0,16.1,10.6,24.1,25.0,Good
7629,1.6,8.3,-6.7,1034.3,42,0,16.1,6.5,16.5,26.0,Good
7633,7.5,17.2,-2.2,1012.4,42,0,16.1,2.6,11.1,33.0,Good
7634,8.3,18.3,-2.2,1005.6,40,0,16.1,3.3,24.1,41.0,Good
7635,5.2,15.6,-0.6,1006.9,36,0,16.1,20.6,33.5,36.0,Good
7640,1.3,6.7,-1.1,1016,51,0,16.1,8,22.2,14.0,Good
7641,5.4,13.9,-1.1,1016.7,42,0,16.1,5.6,11.1,24.0,Good
7642,9.9,16.1,-0.6,1010.6,32,0,16.1,14.3,25.9,16.0,Good
7646,10.6,16.1,5.6,1007,53,0,16.1,14.6,29.4,18.0,Good
7647,10,17.8,1.7,1010.1,55,0,16.1,7.6,13,25.0,Good
7648,13.1,18.3,1.7,1014.4,44,0,16.1,8.1,16.5,16.0,Good
7652,11.4,18.9,3.9,1019.2,44,0,16.1,8.9,27.8,22.0,Good
7653,12.1,19.4,2.8,1013.6,42,0,16.1,7.4,20.6,36.0,Good
7654,12.8,19.4,2.8,1006.3,44,0,16.1,7.2,24.1,28.0,Good
7658,13.1,17.2,5,1015.9,41,0.25,16.1,7.8,20.6,27.0,Good
7659,13.4,18.9,5,1012.1,38,0,16.1,10.4,20.6,18.0,Good
7660,13.3,19.4,5,1003.9,44,0,16.1,6.9,14.8,25.0,Good
7664,17.2,22.8,2.8,1019.4,34,0,16.1,10.4,22.2,41.0,Good
7665,14.2,21.7,6.1,1013.6,36,0,16.1,9.3,22.2,25.0,Good
7666,14.6,21.7,6.1,1003.7,42,0.25,16.1,10.7,25.9,19.0,Good
7670,16.8,22.2,7.2,1004.1,41,0,16.1,5.7,14.8,36.0,Good
7672,16.9,22.2,10.6,996.6,51,0,16.1,10.4,20.6,10.0,Good
7673,12.9,19.4,7.2,1001.4,66,0.51,16.1,5.9,22.2,21.0,Good
7674,15.9,22.2,7.2,997.1,45,0,16.1,10.7,20.6,18.0,Good
7678,16.3,23.9,7.8,1010.6,50,0,16.1,9.8,22.2,23.0,Good
7679,14.6,23.9,7.8,1012.3,59,0.51,15.9,11.5,27.8,15.0,Good
7680,14.2,19.4,9.4,1006.6,66,1.02,15.9,4.3,13,12.0,Good
7684,17.8,23.3,8.3,1009.3,56,0,16.1,7.2,35.2,20.0,Good
7685,18.3,26.7,11.1,1011.1,53,0.25,16.1,7.8,24.1,43.0,Good
7686,21.7,27.8,11.1,1009.3,40,0,16.1,7,13,47.0,Good
7690,18.7,25,8.9,1013.7,56,0,16.1,4.3,11.1,19.0,Good
7691,17.3,23.9,12.2,1012,66,0.51,15.4,5.6,13,14.0,Good
7692,20.1,24.4,12.2,1006.4,53,0,16.1,5.2,20.6,19.0,Good
7696,20.3,27.2,14.4,1003.3,44,0,16.1,12,24.1,25.0,Good
7697,18.8,24.4,12.8,1012.6,46,0,16.1,6.7,14.8,31.0,Good
7698,17.9,22.8,12.2,1017.5,52,0,16.1,7.4,16.5,37.0,Good
